frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1332,674.0,[1115.344017099294 718.9868902116402 1457.0008351168608 990.7999259949956],[1239.822509765625 900.0236206054688 1338.034423828125 948.5872192382812],0.6382136940956116,DF65JKY,0.3267477499200414
1333,674.0,[1114.9086781495007 719.0897098952762 1457.5821030171555 990.6113790329489],[1239.580810546875 899.9837036132812 1337.7586669921875 948.6022338867188],0.6406551003456116,AF65JKY,0.21438944207526073
1334,674.0,[1114.5099164580183 719.5082381799124 1457.8603639319226 991.487971084552],[1239.182861328125 901.55712890625 1337.604248046875 948.8939208984375],0.6256124377250671,MF65JKY,0.1767029190219391
1335,674.0,[1114.8802784743416 721.4001600640536 1458.7476474879786 993.5465548588006],[1241.453369140625 904.6058959960938 1341.402587890625 949.3861694335938],0.6066039204597473,AF65JKV,0.14195328881960148
1336,674.0,[1115.146070923563 722.6096266689729 1460.129076625035 995.1406227159675],[1242.101318359375 905.8291625976562 1338.62548828125 950.6581420898438],0.5594738721847534,FF65JKY,0.03765962614919702
1337,674.0,[1114.9228245979202 723.8031271864265 1459.9426810048253 997.6857089181176],[1236.9482421875 908.4219360351562 1339.2261962890625 952.3079223632812],0.5839876532554626,AR65JKY,0.11868547269657927
1338,674.0,[1115.8112063849928 724.9096733638644 1461.296187008494 999.904852352028],[1241.6968994140625 908.6039428710938 1342.95751953125 953.5076293945312],0.4800342321395874,MF65JKV,0.3655503523147502
1340,674.0,[1116.832467380382 727.2400946203364 1462.520753452465 1003.4682690414126],[1243.6019287109375 910.5620727539062 1342.87646484375 955.7459106445312],0.5451744794845581,NF65JKV,0.3557226801340083
1342,674.0,[1117.5447567512506 731.2528875223509 1463.2260235983576 1007.3603094411646],[1242.8583984375 913.8687744140625 1344.4002685546875 959.5314331054688],0.6475471258163452,AF65JKY,0.09058769302514637
1344,674.0,[1118.7929911226959 734.807011573029 1464.2782254601204 1011.345601617165],[1246.1697998046875 917.8348388671875 1347.903564453125 964.6029052734375],0.638611912727356,AT65JKY,0.2171867372709979
1345,674.0,[1119.2964949066534 735.4036614879335 1464.6680407334636 1012.2311807391065],[1246.165283203125 917.8346557617188 1347.9466552734375 964.6027221679688],0.6392194032669067,AT65JKY,0.2171867372709979
1347,674.0,[1121.5198409920201 737.2764230125109 1466.6256122302768 1014.8881341257455],[1245.125244140625 920.904296875 1346.1533203125 967.5679931640625],0.6239075660705566,AR65JKV,0.07637455926317734
1348,674.0,[1124.981583828965 738.0033247492127 1470.7795373906702 1015.8913419238347],[1245.6597900390625 923.7584838867188 1351.34912109375 971.552490234375],0.6457445025444031,IR65JKY,0.07044360820625142
1349,674.0,[1126.338114961073 739.3639500496365 1472.4696964784782 1017.6099347772385],[1243.8804931640625 925.8468627929688 1347.85302734375 971.658935546875],0.6373157501220703,AR65JKV,0.0788844083371411
1350,674.0,[1128.1613444438485 740.8876800156215 1473.8397796561012 1019.5539617887271],[1248.1783447265625 926.7119750976562 1346.789794921875 971.3230590820312],0.640512228012085,AF65JKY,0.21711209176720042
1351,674.0,[1128.9102683304066 741.3464861505563 1474.2529627374022 1020.3189528772709],[1248.1768798828125 926.707763671875 1346.791259765625 971.3237915039062],0.6405273675918579,AF65JKY,0.21711209176720042
1352,674.0,[1128.9262224664103 742.2601744428514 1472.789465454996 1021.7459912528732],[1247.0928955078125 930.2886352539062 1347.6944580078125 974.4697875976562],0.6167599558830261,AR65JKV,0.03443988891928766
1353,674.0,[1130.7999059064973 743.687357508355 1474.1762347272456 1023.4131604740212],[1249.6146240234375 933.2103881835938 1348.2620849609375 975.5209350585938],0.6030875444412231,NF65JKV,0.16629658643098305
1354,674.0,[1130.4273863720155 744.6244823670477 1473.0687886229434 1024.7869903688577],[1240.9383544921875 931.73876953125 1349.9110107421875 978.13916015625],0.6040337681770325,AR65JKV,0.3011806429936925
1358,674.0,[1132.6090600836726 748.8177972287715 1480.6812030759809 1030.3903572756567],[1248.84912109375 937.4329833984375 1354.57275390625 983.8516845703125],0.6543662548065186,AF65JKY,0.3296970530174295
1359,674.0,[1133.3773236373715 750.8333709352194 1481.404956896519 1032.0696127061758],[1248.9276123046875 941.4803466796875 1356.2471923828125 986.09765625],0.6397725343704224,AR65JKV,0.29664901392482523
1360,674.0,[1135.0979106541365 752.9774928943259 1483.509786907414 1033.5205240297616],[1251.9881591796875 943.3394165039062 1358.7998046875 986.2996215820312],0.6229805946350098,AR65JKV,0.5335228778039729
1361,674.0,[1134.5719955627058 755.6714863977805 1483.0963761592618 1035.3870301457864],[1249.174560546875 942.6454467773438 1361.6759033203125 991.0973510742188],0.653930127620697,NR65JKY,0.15176883850089884
1362,674.0,[1135.7323640185703 758.1457771061878 1483.4506792748255 1037.3911209483272],[1250.5308837890625 944.4076538085938 1359.867919921875 991.8812255859375],0.5772648453712463,MF65JKV,0.24283414210829635
1363,674.0,[1136.7331851424399 759.1553480389533 1483.7537671958096 1038.079907740756],[1250.1802978515625 943.6175537109375 1359.7705078125 991.730712890625],0.6007691621780396,AF65JKY,0.10817189860051206
1364,674.0,[1137.7139119312208 760.443263796295 1484.088011333263 1039.4335532429513],[1254.6595458984375 947.4977416992188 1360.501708984375 994.4338989257812],0.6310960650444031,NR65JKV,0.12406032954948921
1365,674.0,[1138.557078698811 762.2310079501752 1484.2820097399194 1041.4391758341649],[1253.7125244140625 947.3889770507812 1364.003173828125 997.3798828125],0.6691287159919739,AR65JKN,0.10503388773584872
1366,674.0,[1138.968816495766 763.7008189784392 1484.516803915873 1043.6437287063],[1253.16552734375 949.4945068359375 1364.59619140625 997.4278564453125],0.6573995351791382,AF65JKY,0.4408478284032106
1367,674.0,[1137.6054761393248 764.8142177744623 1482.400680158346 1045.8248025011353],[1255.9619140625 953.4351806640625 1360.8359375 1000.5064697265625],0.6680349707603455,AR65JKY,0.15046680395853765
1368,674.0,[1136.9198613768299 766.1452842961082 1482.48856289283 1047.6881978261918],[1257.2449951171875 953.9842529296875 1362.995849609375 1002.3321533203125],0.6748679280281067,AR65JKV,0.12435770476966014
1370,674.0,[1136.4705796835647 767.1924929237747 1483.3648920859623 1049.4104639571283],[1253.6546630859375 955.23046875 1362.166259765625 1004.16650390625],0.6799882054328918,NF65JKN,0.15046975548927166
1371,674.0,[1135.420501697025 768.4291135106814 1483.1093620132506 1050.9923622611568],[1256.0350341796875 959.4696044921875 1362.1885986328125 1007.4496459960938],0.6854978203773499,AR65JKY,0.28581399797332974
1372,674.0,[1135.4694776000536 769.7016706872864 1484.3145888737752 1052.4819468878616],[1256.00048828125 961.1314697265625 1361.378173828125 1009.1657104492188],0.6803737282752991,AF65JKV,0.29197005393943737
1373,674.0,[1135.2691932113871 772.3112769075517 1485.0664226422687 1055.6758369558472],[1253.408203125 960.470458984375 1361.3408203125 1009.0977783203125],0.6949399709701538,AF65JKY,0.19160715804689174
1374,674.0,[1135.9324551023751 773.7934056976277 1486.400026936998 1058.8320221514664],[1258.0892333984375 962.5286865234375 1365.3370361328125 1011.5059204101562],0.6836501955986023,AR65JKY,0.23763754359546133
1375,674.0,[1136.1732155650516 774.0763932554385 1486.9885351300468 1060.248415821942],[1257.968994140625 962.69384765625 1365.0 1011.49658203125],0.6837441921234131,AF65JRY,0.3036436675872148
1376,674.0,[1136.3910904135564 775.1591928268115 1487.8000202345197 1062.0494415825622],[1261.4549560546875 963.9837036132812 1368.0955810546875 1012.6573486328125],0.6677634119987488,AF65JKV,0.20000956732211783
1377,674.0,[1137.1107676272165 776.2405161833458 1488.850412281496 1063.9868990145824],[1251.6961669921875 964.1298217773438 1370.0086669921875 1014.6716918945312],0.6577630639076233,AF65JKV,0.08590427517094419
1378,674.0,[1141.3958494320984 778.1875127137919 1492.81181527177 1066.4473326857542],[1259.4669189453125 966.8963623046875 1370.693115234375 1019.1537475585938],0.6853185296058655,AF65JKY,0.2554486169426668
1379,674.0,[1143.0138132973302 779.8164768570464 1494.7024883861595 1068.5888620430621],[1262.081298828125 967.6929931640625 1371.097900390625 1019.4320068359375],0.6978777050971985,AR65JKI,0.10154820009499499
1380,674.0,[1143.6088713487218 781.2161197960988 1496.0459339459314 1070.0504829280649],[1260.0772705078125 971.3668212890625 1368.3902587890625 1019.9558715820312],0.6873073577880859,AF65JKM,0.16925121115188663
1381,674.0,[1143.6766560564392 781.6838761508253 1496.658084603123 1070.561913934154],[1260.07666015625 971.3665161132812 1368.389404296875 1019.9559326171875],0.6873022317886353,AF65JKM,0.16925121115188663
1383,674.0,[1144.2506185534853 783.9896657380751 1497.9653892548317 1072.8043094684276],[1264.8885498046875 976.03564453125 1376.7967529296875 1025.0494384765625],0.6852362751960754,AC65JKY,0.20722537554327214
1384,674.0,[1145.4561258745712 785.1805688668874 1499.410988805143 1073.1743880177019],[1256.98876953125 978.0022583007812 1373.8302001953125 1027.9378662109375],0.6972842216491699,AF65JKV,0.17771063839063309
1385,674.0,[1146.3787567925174 786.0810608494772 1499.4655738373367 1073.0050854014848],[1261.974853515625 979.0030517578125 1374.378662109375 1029.685546875],0.7086858153343201,AR65JKY,0.28958463324351846
1386,674.0,[1146.4279302492826 787.465457945464 1498.9442527312897 1072.8786505652754],[1266.7303466796875 983.1090087890625 1376.14794921875 1031.478515625],0.7228489518165588,AF65JKV,0.17579066607056734
1387,674.0,[1146.4289718661882 788.2555393157031 1498.5394081455904 1072.602829538405],[1266.72998046875 983.1097412109375 1376.1031494140625 1031.4774169921875],0.7227420806884766,AF65JKV,0.17579066607056734
1388,674.0,[1145.554136343757 789.2298307433794 1498.4106650069207 1072.452981320607],[1259.55322265625 982.3438110351562 1372.0528564453125 1032.909423828125],0.7015817165374756,AF65JKN,0.18370400843681828
1389,674.0,[1144.5743727526128 790.1813767309743 1499.092777239166 1072.3610938630818],[1264.3157958984375 984.1400756835938 1372.9691162109375 1036.567138671875],0.709598958492279,AF65JKY,0.4209911164276545
1390,674.0,[1143.1155887759753 792.0124089351366 1498.5276784362693 1072.9133563744263],[1269.904541015625 987.8201293945312 1374.4315185546875 1036.23828125],0.7154353857040405,AF65JKV,0.5903123325527487
1390,543.0,[1134.7664029040989 544.0048024780499 1362.2580629996596 750.507232137498],[1209.943359375 669.6605834960938 1287.4522705078125 709.0645751953125],0.2990337014198303,DJ06EPD,0.18716933746632106
1391,674.0,[1143.6820635374406 793.3453763127388 1499.8828411539025 1072.9264564842786],[1259.82568359375 989.7910766601562 1372.27490234375 1041.0565185546875],0.7020097374916077,AF65JKV,0.058547716564847876
1391,543.0,[1135.1064785407507 544.1658993738753 1363.098911382981 751.5330459603168],[1215.004638671875 671.524169921875 1285.0272216796875 708.2364501953125],0.26809751987457275,GJ06EPD,0.18394149191146653
1392,543.0,[1135.3130547438998 544.5020087255225 1364.0601943062936 752.4800197518655],[1214.459228515625 670.8942260742188 1287.3421630859375 709.0496215820312],0.373592734336853,DJ06EPD,0.09764101843250131
1393,674.0,[1144.296903462568 795.5950534121238 1502.4329541305615 1072.7894952998035],[1267.1903076171875 991.8922729492188 1375.055908203125 1044.3419189453125],0.6954675912857056,NR65JKN,0.06205089329283633
1393,543.0,[1134.6829689682445 544.7099564363208 1364.0324739243483 752.7204062754198],[1214.7845458984375 671.1991577148438 1287.5994873046875 709.0507202148438],0.38050907850265503,OJ06EPD,0.18394507926830808
1394,674.0,[1144.1725407523581 797.6519522089443 1502.2313822440406 1073.6228385753159],[1271.114990234375 994.4674072265625 1378.548095703125 1045.779052734375],0.7101466655731201,AF65JKV,0.5961553291130846
1395,674.0,[1143.0003163208362 800.2608020311611 1503.3384866834017 1074.5384868431622],[1267.21337890625 995.7359619140625 1378.479248046875 1047.6005859375],0.7116250991821289,NF65JKV,0.28495092893435003
1395,543.0,[1136.10655016723 544.8018729311664 1367.1771676296778 754.0877307563771],[1216.638427734375 674.150634765625 1284.66064453125 711.8215942382812],0.2544938325881958,GJ05EPD,0.3659447067913484
1396,674.0,[1143.4361600425327 801.6156562311255 1503.946350500266 1073.8349342297324],[1268.8590087890625 996.2776489257812 1380.9251708984375 1048.697998046875],0.6923718452453613,AF65JKY,0.34688110542784834
1396,543.0,[1136.0516922016843 544.5755206103818 1368.3423457635765 754.5394859602438],[1216.7999267578125 676.499267578125 1284.5709228515625 711.5841064453125],0.2580627202987671,GJ06EPD,0.04860740379859824
1397,674.0,[1142.7363934645196 803.4325228065737 1503.619296538292 1074.331214219736],[1270.653076171875 998.0225830078125 1382.693115234375 1048.7457275390625],0.6593825221061707,AF65JKV,0.32806537308577405
1398,674.0,[1142.713265027668 804.8330803359275 1504.27947267312 1074.0235065369611],[1265.135498046875 1003.5020751953125 1383.094970703125 1051.762451171875],0.6406863927841187,AF65JKY,0.6113517987736841
1398,543.0,[1135.3570242208716 544.5403187715435 1369.1640833945899 756.5614825403318],[1213.10546875 677.428955078125 1288.298583984375 717.794189453125],0.45373111963272095,DJ06EPD,0.4970946920891542
1399,543.0,[1135.209188452909 544.0769378420222 1369.7418684201207 757.1487912856941],[1213.266357421875 677.14453125 1289.0474853515625 717.574951171875],0.4596732258796692,DJ06EPD,0.31130817714207
1400,674.0,[1142.0755889516615 807.6480624961558 1506.3866175708556 1073.7319567565069],[1269.6697998046875 1007.0247802734375 1379.955322265625 1055.155517578125],0.6888076663017273,AF65JKY,0.3305546076250209
1401,674.0,[1142.6780319956727 809.1902928868849 1507.9345899184693 1073.4488694875183],[1272.1236572265625 1007.4080810546875 1381.8343505859375 1054.3072509765625],0.6650523543357849,JF65JKV,0.3090315530167546
1402,674.0,[1143.585942509637 810.7410159910127 1509.705274165776 1073.7043375121375],[1267.3154296875 1008.3799438476562 1384.371826171875 1060.8406982421875],0.6960294842720032,DF65JIN,0.10861508542900536
1404,674.0,[1142.7662947837334 813.6496604347407 1511.127694588169 1073.6701034536652],[1266.6134033203125 1013.5008544921875 1384.8944091796875 1064.7542724609375],0.6818175315856934,AF65JKM,0.18405332872925448
1404,543.0,[1136.3617834478152 547.7685558438467 1371.0752671409866 761.1758435667908],[1213.10888671875 680.503662109375 1292.4017333984375 720.1533203125],0.4285625219345093,OU06EPD,0.0858292738924891
1405,674.0,[1142.5533833404165 814.5246977889749 1511.293942169445 1073.4524479812108],[1267.2156982421875 1012.7257690429688 1385.17041015625 1064.4112548828125],0.6856229901313782,OF65JKV,0.17389502621460146
1406,674.0,[1142.8534948373122 815.4524490626007 1512.0501723974253 1073.2485355224599],[1269.983154296875 1015.5602416992188 1386.569091796875 1067.2464599609375],0.6643379926681519,AF65JKN,0.20186786532444478
1406,543.0,[1135.6673938696465 548.2805806512388 1370.1178473214306 761.4246661993623],[1213.9251708984375 680.553466796875 1292.918212890625 721.93798828125],0.5010205507278442,CJ06EPD,0.17315434408910654
1407,674.0,[1142.2876410004599 816.5721795461584 1512.3396168137517 1073.3917340637258],[1274.1400146484375 1017.406494140625 1387.141357421875 1067.8623046875],0.6693406701087952,AF65JKY,0.22623858858168058
1409,674.0,[1143.8810520373631 819.8028020240713 1515.671007097044 1074.1646734550438],[1275.3160400390625 1022.4478149414062 1385.349609375 1071.716552734375],0.681915819644928,AF65JKV,0.2673157385207949
1410,674.0,[1144.3965441200132 821.8939411106769 1516.7700222870105 1075.1489369791095],[1275.0809326171875 1025.61474609375 1386.8409423828125 1073.4305419921875],0.6840808987617493,MF65JKV,0.06870422974199794
1410,543.0,[1136.4899746155495 551.0508312340414 1368.8394779929843 764.8824316813857],[1221.0361328125 683.69189453125 1282.9664306640625 720.3776245117188],0.29328465461730957,IC30EEP,0.2466147405985775
1411,674.0,[1144.4768527015863 822.8525344485269 1517.2704481204419 1075.3041589112565],[1275.0809326171875 1025.61474609375 1386.8409423828125 1073.4305419921875],0.6840793490409851,MF65JKV,0.06870422974199794
1411,543.0,[1136.7058718032106 551.3524695946394 1368.8605288707743 764.9915273621932],[1221.0361328125 683.6921997070312 1282.9658203125 720.3773803710938],0.2933288514614105,IC30EEP,0.2466147405985775
1412,674.0,[1145.1950578186597 824.2109267006388 1517.684796483592 1075.6728395218931],[1270.287353515625 1027.07080078125 1388.83203125 1074.484130859375],0.6769935488700867,AF65JKV,0.57752116907915
1412,543.0,[1136.9227289321784 552.1239231689271 1368.9125969855777 765.9901689805386],[1217.278564453125 686.0885009765625 1294.2095947265625 728.5695190429688],0.4155585467815399,LJ06EPD,0.04364558031437766
1416,543.0,[1137.4167173270878 553.2455127302115 1370.0519640509149 770.7186927051185],[1213.2154541015625 692.2427368164062 1295.883544921875 731.5661010742188],0.5399876236915588,OJ06EPD,0.25092562212978387
1417,543.0,[1137.6608108222113 553.1570794527967 1370.4149041685114 771.2161773943095],[1213.1885986328125 692.2046508789062 1295.885986328125 731.6085815429688],0.5407543182373047,OJ06EPD,0.25092562212978387
1423,543.0,[1139.2463731850721 562.4681945503595 1372.659649978309 779.4006893502811],[1224.576904296875 695.9307861328125 1298.2034912109375 737.5528564453125],0.5375738143920898,CJ06EPD,0.18843595051287818
1425,543.0,[1140.001412056058 564.7503923376987 1374.085332872373 781.9234122476023],[1228.0748291015625 695.0914916992188 1299.2318115234375 739.8929443359375],0.5316319465637207,CJ06EPD,0.21068726751205666
1426,543.0,[1140.3440505599524 564.9393572172645 1374.6025091125093 782.6705653911532],[1224.3890380859375 696.8623046875 1296.92919921875 741.09375],0.5710451602935791,LJ06EPD,0.15487845468468883
1428,543.0,[1140.1390128700225 563.9073530623917 1375.1694308306417 783.7060665525509],[1221.866943359375 702.4217529296875 1300.3778076171875 743.8079223632812],0.5962803363800049,OJ06EPF,0.1673353297543628
1429,543.0,[1139.98728236178 563.7294241754753 1375.206123168851 784.2057127925593],[1221.5330810546875 702.605712890625 1299.724609375 743.2963256835938],0.5996365547180176,OJ06EPD,0.3196399646265028
1430,543.0,[1139.8655748081844 564.6214389111793 1375.3417275039394 785.038875562141],[1219.8955078125 703.4253540039062 1297.480224609375 743.0515747070312],0.5963043570518494,DJ05EPP,0.2197794670474096
1433,543.0,[1140.6057462509154 564.1766249184336 1376.3891816121056 787.0667972106451],[1221.27392578125 702.5223999023438 1298.3699951171875 744.1787109375],0.5545061230659485,DJ05EPD,0.1347352138663658
1440,543.0,[1142.9916470740718 561.0052454410999 1380.2374776107058 793.4453203233467],[1225.102783203125 710.587646484375 1306.1298828125 754.3721923828125],0.5790706276893616,GJ06EPO,0.08094800224940092
1441,543.0,[1143.0082837020611 560.0295555508096 1380.4380667381108 793.6051809919275],[1225.1021728515625 710.5872192382812 1306.13037109375 754.37255859375],0.579064130783081,GJ06EPO,0.08094800224940092
1442,543.0,[1143.3178805332734 562.3677404435821 1380.8840669693816 795.856054273663],[1223.448974609375 713.0310668945312 1309.1910400390625 756.00537109375],0.5993084907531738,GJ06EPO,0.20195497527251546
1455,990.0,[441.52630043602505 716.4811923659497 772.466890439891 996.9827219742449],[550.5814819335938 925.2954711914062 646.79052734375 974.7255249023438],0.5835092663764954,MH06RSV,0.05779308285613004
1461,990.0,[434.5234753085216 723.4259592344573 772.1769900388518 1005.4959854980779],[552.1383056640625 938.649169921875 646.9774169921875 981.9085693359375],0.5519830584526062,RR06KSU,0.13393984559919397
1463,990.0,[432.9239156492239 725.3909349000714 769.8528474099923 1007.6438279350016],[547.4656982421875 937.5961303710938 644.055908203125 983.7097778320312],0.6680798530578613,KK06KSU,0.17756042822011897
1465,543.0,[1148.054527326557 592.4748148367571 1391.2830988769665 819.8742586342482],[1236.4027099609375 737.7551879882812 1309.0670166015625 777.2770385742188],0.40401822328567505,OJ05EPP,0.11242287856872994
1466,990.0,[430.75301142144644 729.743433413246 767.9398110455697 1015.549534643642],[551.6257934570312 943.6192016601562 641.673583984375 986.6984252929688],0.4783574938774109,KH05KSU,0.3105590088911517
1468,990.0,[429.3887039060229 732.3982862590931 767.6065214530064 1020.0310431849259],[549.0675048828125 947.3827514648438 643.7156982421875 995.4244995117188],0.5941811800003052,RH05KSU,0.195361999709048
1468,543.0,[1148.5282177983431 591.9066649579427 1392.0055854072316 822.9061166659444],[1231.3736572265625 740.033935546875 1314.6749267578125 778.8336181640625],0.438343346118927,GJ06EPO,0.177213797326364
1469,543.0,[1148.935464221529 591.539673479804 1392.7791852362056 823.7981451604138],[1235.0213623046875 741.5927734375 1313.04296875 778.218994140625],0.4685162901878357,OJ06EPO,0.07332122041839328
1472,990.0,[427.31257167261055 735.6374625252614 769.1663684339983 1028.442746047841],[539.5497436523438 951.1552734375 640.647216796875 1000.427490234375],0.6632953882217407,KH06KSU,0.3779202844550623
1472,543.0,[1149.1636324099823 591.5253979495395 1393.9066602749135 826.6080859891171],[1236.2830810546875 743.7608642578125 1308.7027587890625 780.3453369140625],0.5057857036590576,OJ06EPC,0.20289012538549236
1473,990.0,[427.5459617564104 737.1064511963118 770.3279211576455 1030.1972051696348],[543.6951904296875 954.7423095703125 640.4878540039062 1001.0553588867188],0.664359450340271,MH06RSU,0.2409076181901083
1474,543.0,[1150.0842015674034 592.8837068934553 1395.0041760728377 829.4205735364834],[1238.30224609375 746.0252075195312 1319.075927734375 783.5138549804688],0.5026775598526001,OJ06EFD,0.3271304702848884
1475,990.0,[426.9949425290979 739.5585307198287 768.0551474399363 1032.1536975152017],[542.4921264648438 958.8046875 641.2105102539062 1005.1224975585938],0.6700326800346375,KH06KSU,0.4940085083627539
1476,990.0,[425.90706498081414 741.5803199114878 766.7324626262143 1033.4539724888182],[540.5482177734375 962.8736572265625 639.9999389648438 1006.34912109375],0.6660640239715576,KH06KSU,0.22404399477829656
1476,543.0,[1151.0403469771575 594.6876253073118 1396.7222803712355 832.0249214991635],[1238.2291259765625 744.8421020507812 1320.4476318359375 787.6770629882812],0.5308767557144165,GJ06EPD,0.1304012391554506
1477,990.0,[425.5925380001966 742.4425029350987 766.1690885328462 1033.796323819452],[540.5440673828125 962.9176635742188 639.9674072265625 1006.3246459960938],0.6674544215202332,KH06KSU,0.22404399477829656
1477,543.0,[1151.1083202639495 594.8825763646872 1397.181196431666 832.6351939275936],[1238.19921875 744.8831787109375 1320.3194580078125 787.54345703125],0.5333427786827087,GJ06EPD,0.1304012391554506
1483,543.0,[1151.0343422311846 598.7757304041457 1403.9420948821087 838.4745857450799],[1237.7083740234375 752.2745361328125 1319.488037109375 793.3092041015625],0.5650483965873718,GJ06EPD,0.30863406619570954
1485,990.0,[421.5536615203084 754.6548550928072 765.2572414722222 1047.518142388718],[527.73193359375 972.2254028320312 633.2133178710938 1023.5154418945312],0.6596390008926392,RH05KSU,0.06996178826639464
1488,990.0,[416.85450288335346 758.8538056305862 763.4646711247769 1052.7522500304676],[526.6923217773438 978.9437255859375 631.7703247070312 1024.64794921875],0.5618343353271484,RH06KSU,0.2515048401012276
1489,990.0,[416.72147430224 759.8444742227894 763.5688249452392 1054.3015622612006],[526.9229736328125 978.9417114257812 632.1510620117188 1024.7454833984375],0.5687279105186462,RH06KSU,0.24186784562206623
1490,543.0,[1151.1419861607428 609.2286606236728 1408.9924378575233 848.2765297183998],[1239.283447265625 758.7725830078125 1322.3624267578125 803.581787109375],0.5919567346572876,GJ06EPO,0.1275076874747242
1494,990.0,[411.50985616660137 765.7247799788146 764.5321498632813 1064.0016365109332],[528.6026000976562 990.6128540039062 627.2404174804688 1036.6201171875],0.6474215984344482,KK06KSV,0.07605633125434696
1495,990.0,[410.7915647444526 765.6850220379098 765.9212586756271 1064.3137736716694],[528.8340454101562 990.52294921875 627.6298828125 1037.2005615234375],0.6534023284912109,KR06KSV,0.19363426410466344
1497,990.0,[409.1897912687105 769.0536087565627 765.7977887830616 1067.1685930707438],[527.5847778320312 992.8109130859375 628.6959838867188 1041.842529296875],0.6476680040359497,KH06RSU,0.23842100678532807
1497,543.0,[1149.6870452584262 609.6809558407667 1411.8956095535777 853.2783955012103],[1240.3780517578125 768.7002563476562 1321.217041015625 808.30908203125],0.5336952209472656,GJ06EPD,0.17883946205559337
1500,543.0,[1150.3882076458888 611.4135008615177 1411.8445850746841 856.3680241550377],[1244.1968994140625 769.2046508789062 1322.5887451171875 814.2742309570312],0.6070321202278137,GJ06EFO,0.16736660715131274
1501,543.0,[1150.61448256723 611.6183308355702 1411.8677140738905 856.7904647964325],[1244.1961669921875 769.203369140625 1322.5889892578125 814.2769775390625],0.6069823503494263,GJ06EFO,0.16736660715131274
1502,543.0,[1151.061858122149 613.6502377822837 1412.6580524071826 858.1147093911065],[1240.5653076171875 768.8115844726562 1322.462890625 814.2962646484375],0.6324679255485535,GJ06EPD,0.16461805893049355
1504,990.0,[401.985071769257 778.4667337373601 758.8470364961177 1075.60712495445],[518.1618041992188 1008.4405517578125 626.5206909179688 1053.8199462890625],0.641961932182312,KH06KSU,0.2735916534468411
1504,543.0,[1151.4810661480649 617.658195342466 1413.465686824267 861.4302523487314],[1238.3094482421875 774.0662841796875 1322.6221923828125 815.1339111328125],0.6165871024131775,GJ06EPD,0.2968481115834109
1505,543.0,[1151.832686989212 619.8613388158869 1414.0714427694575 863.272195065513],[1241.11279296875 774.8069458007812 1322.8363037109375 816.5894165039062],0.6028029918670654,GJ05EPD,0.344793723047926
1506,543.0,[1152.28898385606 621.630729919665 1415.4456836647805 864.7724296379414],[1241.810791015625 775.2734985351562 1325.43212890625 817.6107788085938],0.5138951539993286,GJ06EPD,0.17759654515494588
1507,543.0,[1152.218396837572 622.305110673853 1416.049902929568 865.1599007753925],[1241.791015625 775.2333984375 1325.462158203125 817.63037109375],0.5121631622314453,GJ06EPD,0.17759654515494588
1508,990.0,[400.96867365112473 781.7580866352 755.2494713095772 1077.1391885319924],[523.4317016601562 1009.3899536132812 625.12158203125 1057.290283203125],0.6717519164085388,RK06KSU,0.21960310791177765
1509,543.0,[1151.3807663462158 625.784031701295 1416.099899198503 868.2679084358682],[1244.116943359375 777.4754028320312 1327.9046630859375 821.1984252929688],0.5234333276748657,GJ06EPD,0.25541949296170224
1510,990.0,[400.8908003385667 783.6312272697547 757.3861243042462 1077.4511295983555],[517.3132934570312 1016.40087890625 623.9799194335938 1066.4605712890625],0.6525515913963318,KH06RSU,0.1585821710564515
1510,543.0,[1151.411300305362 626.780176728777 1416.5765948166393 869.7149700174436],[1244.28125 780.4246215820312 1329.0301513671875 823.0797729492188],0.5140686631202698,OJ06EPD,0.08492991313345948
1511,543.0,[1151.2239037592444 628.7325079605748 1416.4399569811067 871.1955664456218],[1246.322021484375 781.3326416015625 1332.502685546875 825.142822265625],0.5533069372177124,OJ06EPD,0.18470053957285779
1513,543.0,[1151.2804457358618 629.8132231661061 1415.6024874552957 871.9657246053798],[1244.4541015625 783.6597290039062 1333.656494140625 826.4848022460938],0.5666559934616089,GJ06EPD,0.286067476247793
1514,543.0,[1151.51571032926 629.8536582727143 1415.9004501635654 872.3672038585228],[1240.781005859375 782.5875244140625 1330.0833740234375 826.6500244140625],0.5520421266555786,GJ06EFD,0.12088304991428395
1515,543.0,[1151.5875097747241 632.924280651472 1415.8759098940175 874.6009146365924],[1240.5867919921875 785.1721801757812 1328.6407470703125 828.8523559570312],0.49858447909355164,GJ06EPD,0.2317309499696583
1517,543.0,[1151.8052775964243 635.5191249553801 1416.3273257394626 877.5761988038768],[1243.55126953125 791.8009643554688 1327.6417236328125 829.4315185546875],0.5062422156333923,GJ06EPD,0.5485322902117399
1518,543.0,[1151.6029033699506 636.6117021345104 1416.3855635210598 879.2145842347946],[1246.0189208984375 792.8814697265625 1326.65087890625 829.3970947265625],0.5333232283592224,SJ06EPV,0.22091487793389672
1519,543.0,[1151.481564291412 636.8912520000378 1416.4476040161778 879.8915085191728],[1246.0191650390625 792.8805541992188 1326.65185546875 829.3969116210938],0.533354640007019,SJ06EPV,0.22091487793389672
